Cases,Deaths,Vaccination Rate,Population,Median Age,Household Income,Heart Disease,Stroke,Party,County,State,Cases per Capita,Deaths per Capita
7339,149.0,42.8,31613.0,43.0,36077.0,506.2,90.4,REPUBLICAN,Claiborne,Tennessee,0.23215133014898934,0.004713250877803435
9508,108.0,67.1,74487.0,50.5,49913.0,255.2,72.5,DEMOCRAT,Clallam,Washington,0.12764643494838027,0.0014499174352571589
6206,147.0,45.5,30616.0,47.2,37369.0,425.6,94.9,REPUBLICAN,Clare,Michigan,0.20270446825189442,0.004801411026914032
7787,141.0,46.9,34017.0,44.3,37525.0,343.9,113.2,REPUBLICAN,Clarendon,South Carolina,0.2289149542875621,0.00414498633036423
7802,187.0,43.0,38827.0,41.2,45625.0,358.6,70.9,REPUBLICAN,Clarion,Pennsylvania,0.2009426430061555,0.00481623612434646
4846,68.0,47.5,22385.0,34.1,39752.0,434.4,86.2,REPUBLICAN,Clark,Arkansas,0.21648425284788922,0.0030377484922939468
102,0.0,41.4,1077.0,29.6,35341.0,313.6,64.8,REPUBLICAN,Clark,Idaho,0.0947075208913649,0.0
4431,55.0,47.8,15836.0,43.0,54158.0,410.9,78.6,REPUBLICAN,Clark,Illinois,0.2798055064410205,0.0034730992674917908
28371,354.0,58.9,115702.0,38.9,54240.0,377.9,73.4,REPUBLICAN,Clark,Indiana,0.24520751585970857,0.003059584103991288
477,7.0,45.3,2053.0,44.3,50368.0,354.5,67.9,REPUBLICAN,Clark,Kansas,0.2323429128105212,0.0034096444227959084
8454,50.0,53.3,35872.0,42.2,52938.0,438.1,100.6,REPUBLICAN,Clark,Kentucky,0.23567127564674398,0.0013938447814451382
1494,28.0,30.2,6800.0,43.9,47955.0,397.0,84.1,REPUBLICAN,Clark,Missouri,0.21970588235294117,0.00411764705882353
488299,6866.0,55.5,2141574.0,37.1,56802.0,388.7,69.6,DEMOCRAT,Clark,Nevada,0.228009398694605,0.003206053117940356
33297,469.0,51.8,135198.0,41.1,48502.0,390.4,113.2,REPUBLICAN,Clark,Ohio,0.24628322904184974,0.003468986227606917
749,6.0,49.1,3673.0,41.3,47798.0,278.9,64.5,REPUBLICAN,Clark,South Dakota,0.20392050095289954,0.0016335420637081405
73773,681.0,62.8,465384.0,38.2,71636.0,280.7,78.7,DEMOCRAT,Clark,Washington,0.1585207054819246,0.0014633077200763242
7238,112.0,36.6,34491.0,37.6,51872.0,309.7,64.1,REPUBLICAN,Clark,Wisconsin,0.20985184540894727,0.0032472239134846773
6415,89.0,50.0,24387.0,42.3,36127.0,438.1,86.5,REPUBLICAN,Clarke,Alabama,0.2630499856480912,0.003649485381555747
28468,197.0,45.5,124602.0,27.7,36889.0,337.5,91.7,DEMOCRAT,Clarke,Georgia,0.2284714531066917,0.0015810340122951478
2080,32.0,53.6,9282.0,39.5,51571.0,379.5,74.6,REPUBLICAN,Clarke,Iowa,0.22408963585434175,0.003447532859297565
3838,96.0,55.3,15928.0,42.1,39246.0,528.1,131.8,REPUBLICAN,Clarke,Mississippi,0.24095931692616776,0.006027122049221497
2417,37.0,62.5,14365.0,46.6,77936.0,299.4,79.4,REPUBLICAN,Clarke,Virginia,0.16825617821092934,0.002575704838148277
3939,37.0,64.8,38562.0,43.9,52583.0,282.3,70.0,DEMOCRAT,Clatsop,Oregon,0.10214719153570873,0.0009594938021886832
3620,71.0,41.3,13378.0,43.7,41225.0,509.6,96.9,REPUBLICAN,Clay,Alabama,0.27059351173568547,0.005307220810285543
3763,78.0,44.5,15061.0,43.0,33935.0,464.0,94.6,REPUBLICAN,Clay,Arkansas,0.24985060752938051,0.005178938981475333
48940,718.0,52.6,207291.0,39.5,62653.0,280.7,95.0,REPUBLICAN,Clay,Florida,0.23609322160634083,0.003463729732598135
497,5.0,59.2,3001.0,45.1,25000.0,425.0,87.5,DEMOCRAT,Clay,Georgia,0.1656114628457181,0.0016661112962345886
4425,67.0,37.8,13338.0,42.7,48691.0,397.3,76.3,REPUBLICAN,Clay,Illinois,0.33175888439046336,0.0050232418653471285
6499,79.0,55.0,26268.0,40.9,53021.0,443.0,77.8,REPUBLICAN,Clay,Indiana,0.24741129891883662,0.003007461550175118
3821,40.0,51.0,16313.0,42.7,47874.0,317.3,61.3,REPUBLICAN,Clay,Iowa,0.23423036841782627,0.002452032121620793
1856,32.0,58.9,8142.0,43.0,56186.0,303.4,69.1,REPUBLICAN,Clay,Kansas,0.22795381970031933,0.003930238270695161
6530,70.0,43.3,20621.0,39.7,26250.0,550.1,108.8,REPUBLICAN,Clay,Kentucky,0.31666747490422387,0.00339459774016779
16948,116.0,57.8,62801.0,32.5,65000.0,259.7,54.5,DEMOCRAT,Clay,Minnesota,0.2698683141988185,0.0018471043454722058
4625,80.0,45.4,19808.0,39.5,35121.0,406.1,106.8,DEMOCRAT,Clay,Mississippi,0.23349151857835218,0.004038772213247173
24487,306.0,52.7,239164.0,37.1,68367.0,287.3,64.8,REPUBLICAN,Clay,Missouri,0.10238581057349769,0.0012794567744309345
1352,17.0,40.6,6232.0,42.5,56316.0,340.6,60.6,REPUBLICAN,Clay,Nebraska,0.21694480102695765,0.0027278562259306803
2285,38.0,53.3,10813.0,52.0,38801.0,324.0,64.9,REPUBLICAN,Clay,North Carolina,0.21131970775917877,0.003514288356607787
3342,19.0,66.6,13925.0,25.0,43189.0,333.3,53.6,DEMOCRAT,Clay,South Dakota,0.24,0.0013644524236983843
1916,44.0,28.4,7686.0,48.8,31487.0,451.7,96.1,REPUBLICAN,Clay,Tennessee,0.24928441321883946,0.005724694249284413
1954,27.0,45.2,10387.0,46.2,51191.0,358.1,101.9,REPUBLICAN,Clay,Texas,0.1881197650909791,0.0025994031000288824
2072,31.0,60.8,8785.0,43.9,35875.0,361.3,91.2,REPUBLICAN,Clay,West Virginia,0.2358565737051793,0.0035287421741605008
61143,827.0,41.9,278666.0,32.4,45778.0,371.0,103.2,DEMOCRAT,Clayton,Georgia,0.21941320433780942,0.00296771044906806
3196,69.0,47.1,17672.0,47.1,52828.0,293.9,62.5,REPUBLICAN,Clayton,Iowa,0.18085106382978725,0.0039044816659121774
1431,10.0,48.4,9379.0,47.8,69936.0,214.6,60.6,DEMOCRAT,Clear Creek,Colorado,0.15257490137541316,0.0010662117496534813
17773,296.0,48.7,80216.0,44.7,47270.0,359.3,62.6,REPUBLICAN,Clearfield,Pennsylvania,0.22156427645357535,0.0036900369003690036
2051,29.0,41.5,8640.0,50.2,42348.0,263.3,67.9,REPUBLICAN,Clearwater,Idaho,0.23738425925925927,0.0033564814814814816
1934,29.0,41.0,8812.0,42.7,46291.0,284.2,66.5,REPUBLICAN,Clearwater,Minnesota,0.2194734453018611,0.0032909668633681346
3126,62.0,30.3,14938.0,42.5,40188.0,543.9,89.0,REPUBLICAN,Cleburne,Alabama,0.20926496184228144,0.004150488686571161
5938,107.0,43.4,25230.0,49.4,43391.0,303.9,78.5,REPUBLICAN,Cleburne,Arkansas,0.235354736424891,0.004240982956797463
48462,457.0,55.7,203216.0,39.8,64822.0,318.6,98.2,REPUBLICAN,Clermont,Ohio,0.23847531690418078,0.002248838674120148
2139,34.0,51.0,8226.0,42.7,42460.0,424.0,119.9,REPUBLICAN,Cleveland,Arkansas,0.2600291757840992,0.004133236080719669
27108,338.0,48.5,97159.0,41.9,40393.0,372.3,87.3,REPUBLICAN,Cleveland,North Carolina,0.279006576848259,0.003478833664405768
70801,676.0,53.8,276733.0,33.9,62863.0,347.6,75.2,REPUBLICAN,Cleveland,Oklahoma,0.25584588755226156,0.0024427878135242272
1882,37.0,39.0,6743.0,37.7,25236.0,574.6,84.6,REPUBLICAN,Clinch,Georgia,0.2791042562657571,0.005487171881951654
11301,119.0,58.7,37628.0,40.2,65010.0,378.0,85.3,REPUBLICAN,Clinton,Illinois,0.3003348570213671,0.0031625385351334114
8748,108.0,46.7,32301.0,38.2,52488.0,346.6,69.5,REPUBLICAN,Clinton,Indiana,0.27082752855948733,0.0033435497353023124
10829,130.0,53.5,47218.0,42.2,50156.0,353.6,67.3,REPUBLICAN,Clinton,Iowa,0.2293405057393367,0.002753187343809564
3003,41.0,39.5,10211.0,41.7,31115.0,428.1,68.8,REPUBLICAN,Clinton,Kentucky,0.2940946038585839,0.004015277641758888
18790,185.0,56.4,77896.0,40.6,67482.0,288.4,60.2,REPUBLICAN,Clinton,Michigan,0.24121906131251925,0.00237496148711102
4338,104.0,46.3,20475.0,40.7,58510.0,363.1,81.0,REPUBLICAN,Clinton,Missouri,0.21186813186813186,0.005079365079365079
14543,67.0,71.0,80794.0,39.3,55178.0,298.5,57.9,DEMOCRAT,Clinton,New York,0.18000099017253757,0.0008292695002104117
9768,139.0,47.9,41896.0,39.9,51354.0,387.3,98.0,REPUBLICAN,Clinton,Ohio,0.2331487492839412,0.0033177391636433073
8418,117.0,43.5,39074.0,38.8,49234.0,400.4,53.4,REPUBLICAN,Clinton,Pennsylvania,0.21543737523673032,0.0029943184726416543
2115,35.0,46.8,9060.0,41.0,44143.0,372.3,68.5,REPUBLICAN,Cloud,Kansas,0.23344370860927152,0.003863134657836645
5942,116.0,49.9,23802.0,34.2,30009.0,459.0,104.8,DEMOCRAT,Coahoma,Mississippi,0.24964288715234015,0.004873540038652214
1382,20.0,39.2,5618.0,41.6,40000.0,583.7,68.3,REPUBLICAN,Coal,Oklahoma,0.24599501601993592,0.00355998576005696
162119,1549.0,56.8,745057.0,36.5,75153.0,265.5,98.6,DEMOCRAT,Cobb,Georgia,0.21759274793740613,0.00207903556372197
27294,503.0,61.9,126279.0,40.6,48649.0,305.5,64.5,REPUBLICAN,Cochise,Arizona,0.21614045090632647,0.003983243452989016
796,21.0,51.2,2904.0,34.5,42798.0,400.2,70.1,REPUBLICAN,Cochran,Texas,0.2741046831955923,0.007231404958677686
9821,187.0,48.7,35336.0,44.9,33614.0,676.0,80.3,REPUBLICAN,Cocke,Tennessee,0.277931854199683,0.005292053429929816
39877,438.0,75.0,140217.0,30.6,57616.0,231.5,61.3,DEMOCRAT,Coconino,Arizona,0.28439490218732394,0.0031237296476176214
7865,94.0,53.3,27993.0,38.8,54774.0,276.6,61.4,REPUBLICAN,Codington,South Dakota,0.2809630979173365,0.00335798235273104
12194,201.0,45.8,51288.0,39.3,53155.0,506.5,81.2,REPUBLICAN,Coffee,Alabama,0.23775542037123693,0.003919045390734675
10010,250.0,36.2,42961.0,36.2,38266.0,421.0,94.4,REPUBLICAN,Coffee,Georgia,0.23300202509252577,0.005819231395917227
14484,222.0,45.0,54531.0,40.1,47998.0,530.8,78.4,REPUBLICAN,Coffee,Tennessee,0.26561038675248944,0.004071078835891511
2241,37.0,52.0,8296.0,44.0,58636.0,362.7,77.9,REPUBLICAN,Coffey,Kansas,0.2701301832208293,0.004459980713596914
806,18.0,45.5,3275.0,50.3,45551.0,328.1,83.1,REPUBLICAN,Coke,Texas,0.24610687022900762,0.00549618320610687
14225,217.0,46.9,54495.0,42.7,47558.0,488.3,94.0,REPUBLICAN,Colbert,Alabama,0.2610331223047986,0.003982016698779705
18975,250.0,51.6,76740.0,38.5,57587.0,298.0,68.0,REPUBLICAN,Cole,Missouri,0.24726348709929633,0.0032577534532186605
1530,64.0,36.2,8391.0,46.5,43981.0,414.3,90.8,REPUBLICAN,Coleman,Texas,0.18233821952091528,0.007627219640090574
14272,156.0,44.7,51736.0,35.2,44071.0,336.2,74.4,REPUBLICAN,Coles,Illinois,0.27586206896551724,0.0030153084892531315
2517,26.0,45.8,10760.0,34.3,56528.0,288.3,63.0,REPUBLICAN,Colfax,Nebraska,0.23392193308550185,0.0024163568773234202
2461,59.0,60.8,12353.0,49.0,33783.0,230.6,41.4,REPUBLICAN,Colfax,New Mexico,0.19922286084351978,0.004776167732534607
8125,198.0,47.3,37568.0,42.2,36276.0,452.6,104.5,REPUBLICAN,Colleton,South Carolina,0.21627448892674617,0.005270442930153322
78527,904.0,68.4,363922.0,50.3,65675.0,168.0,75.2,REPUBLICAN,Collier,Florida,0.2157797550024456,0.0024840487796835586
188825,1299.0,65.6,944350.0,36.6,94192.0,235.1,67.0,REPUBLICAN,Collin,Texas,0.19995234817599408,0.0013755493196378461
616,13.0,32.2,2996.0,39.2,42750.0,454.8,81.9,REPUBLICAN,Collingsworth,Texas,0.205607476635514,0.0043391188251001335
3344,57.0,51.8,21022.0,42.5,49504.0,378.5,67.8,REPUBLICAN,Colorado,Texas,0.15907144895823422,0.002711445152697174
10735,211.0,39.1,45606.0,36.4,35472.0,325.4,102.1,REPUBLICAN,Colquitt,Georgia,0.23538569486471078,0.00462658422137438
4888,77.0,47.5,23892.0,36.0,36148.0,436.8,115.1,REPUBLICAN,Columbia,Arkansas,0.20458730955968524,0.0032228360957642726
19525,329.0,41.1,69105.0,40.7,44491.0,329.1,80.7,REPUBLICAN,Columbia,Florida,0.2825410607047247,0.004760871138123146
33458,338.0,49.3,147295.0,36.6,76938.0,230.1,66.9,REPUBLICAN,Columbia,Georgia,0.2271495977460199,0.0022947146882107334
9352,131.0,72.8,60919.0,47.8,63032.0,329.8,48.3,DEMOCRAT,Columbia,New York,0.1535153236264548,0.002150396428043796
6399,68.0,59.5,50851.0,43.3,59714.0,287.2,74.5,REPUBLICAN,Columbia,Oregon,0.12583823326974888,0.0013372401722679987
13830,214.0,60.2,66220.0,40.8,49889.0,372.6,64.1,REPUBLICAN,Columbia,Pennsylvania,0.20884929024463908,0.0032316520688613713
512,11.0,45.5,4001.0,49.4,51111.0,263.8,77.9,REPUBLICAN,Columbia,Washington,0.1279680079980005,0.002749312671832042
14207,115.0,65.7,56954.0,42.4,65348.0,294.8,62.8,REPUBLICAN,Columbia,Wisconsin,0.24944692207746602,0.0020191733679811776
23393,425.0,48.0,104003.0,44.0,46306.0,399.5,75.8,REPUBLICAN,Columbiana,Ohio,0.2249262040518062,0.004086420584021614
14610,239.0,43.6,56293.0,42.0,36398.0,492.9,83.6,REPUBLICAN,Columbus,North Carolina,0.25953493329543637,0.004245643330431848
4022,21.0,58.5,21464.0,35.1,56704.0,302.3,77.0,REPUBLICAN,Colusa,California,0.187383525903839,0.0009783824077525159
29321,496.0,60.5,135097.0,42.0,75356.0,314.3,68.2,REPUBLICAN,Comal,Texas,0.2170366477419928,0.0036714360792615675
431,13.0,44.8,1780.0,47.5,56912.0,374.3,99.9,REPUBLICAN,Comanche,Kansas,0.24213483146067416,0.007303370786516854
28895,338.0,59.3,122561.0,33.0,52227.0,406.7,64.2,REPUBLICAN,Comanche,Oklahoma,0.23576015208753193,0.0027578103964556425
3024,71.0,45.2,13495.0,44.8,47893.0,418.5,84.3,REPUBLICAN,Comanche,Texas,0.2240829937013709,0.005261207854761023
995,10.0,48.6,4233.0,41.9,43355.0,347.8,80.1,REPUBLICAN,Concho,Texas,0.235057878573116,0.0023623907394283014
4721,84.0,41.3,20021.0,37.8,31813.0,560.1,85.8,REPUBLICAN,Concordia,Louisiana,0.23580240747215425,0.004195594625643075
2612,63.0,42.5,12514.0,44.8,33177.0,441.6,115.9,REPUBLICAN,Conecuh,Alabama,0.20872622662617868,0.0050343615151030845
1516,49.0,48.1,8142.0,39.4,34746.0,295.5,70.3,REPUBLICAN,Conejos,Colorado,0.18619503807418325,0.006018177352001965
178585,1101.0,79.7,1133247.0,39.4,93712.0,206.8,83.0,DEMOCRAT,Contra Costa,California,0.15758700442180743,0.0009715445970737182
2939,49.0,33.2,13997.0,40.1,63923.0,288.9,67.5,REPUBLICAN,Converse,Wyoming,0.20997356576409232,0.003500750160748732
5040,50.0,52.6,20906.0,41.7,41196.0,413.9,88.5,REPUBLICAN,Conway,Arkansas,0.24107911604324117,0.002391657897254377
4672,66.0,39.8,17184.0,37.4,38408.0,458.3,95.5,REPUBLICAN,Cook,Georgia,0.2718808193668529,0.003840782122905028
1075346,13795.0,69.9,5223719.0,36.6,62088.0,321.2,79.4,DEMOCRAT,Cook,Illinois,0.20585831665141252,0.0026408388353202
482,2.0,79.2,5311.0,52.3,52271.0,190.7,72.5,DEMOCRAT,Cook,Minnesota,0.0907550367162493,0.0003765769158350593
6797,118.0,37.0,39571.0,40.4,57646.0,325.4,91.0,REPUBLICAN,Cooke,Texas,0.1717672032549089,0.0029819817543150287
3905,71.0,43.5,17622.0,39.0,48750.0,443.3,78.0,REPUBLICAN,Cooper,Missouri,0.2215980024968789,0.004029054590852343
6046,93.0,66.0,32038.0,48.1,45696.0,332.6,60.2,REPUBLICAN,Coos,New Hampshire,0.18871340283413446,0.0029028029215306824
9153,130.0,56.2,63308.0,48.5,43308.0,350.3,76.0,REPUBLICAN,Coos,Oregon,0.14457888418525305,0.002053452960131421
2601,49.0,39.8,10855.0,46.9,38301.0,441.4,97.9,REPUBLICAN,Coosa,Alabama,0.2396130815292492,0.004514048825426071
6300,97.0,52.6,28721.0,38.2,40361.0,471.2,94.2,DEMOCRAT,Copiah,Mississippi,0.21935169388252498,0.0033773197312071306
968,15.0,40.6,4168.0,28.7,35441.0,485.5,64.9,REPUBLICAN,Corson,South Dakota,0.23224568138195778,0.003598848368522073
9651,104.0,58.1,48123.0,36.4,54489.0,302.6,59.1,REPUBLICAN,Cortland,New York,0.20054859422729257,0.0021611287741828233
15971,178.0,51.8,75389.0,31.5,51440.0,342.0,81.3,REPUBLICAN,Coryell,Texas,0.2118478823170489,0.0023610871612569475
7602,138.0,38.0,36574.0,41.4,44491.0,369.0,73.9,REPUBLICAN,Coshocton,Ohio,0.20785257286597036,0.00377317219882977
584,14.0,59.2,3687.0,51.3,30593.0,242.5,41.9,DEMOCRAT,Costilla,Colorado,0.1583943585570925,0.003797125033902902
270,9.0,32.0,1623.0,37.9,34375.0,352.9,79.6,REPUBLICAN,Cottle,Texas,0.16635859519408502,0.005545286506469501
1258,24.0,48.9,5929.0,42.9,51623.0,390.6,83.7,REPUBLICAN,Cotton,Oklahoma,0.21217743295665373,0.004047900151796255
2960,38.0,55.1,11372.0,42.6,53354.0,285.8,75.6,REPUBLICAN,Cottonwood,Minnesota,0.2602884277172001,0.003341540626099191
8579,203.0,37.3,37351.0,43.9,40601.0,514.5,104.4,REPUBLICAN,Covington,Alabama,0.2296859521833418,0.005434928114374448
6577,98.0,49.8,19091.0,37.7,35931.0,493.8,122.6,REPUBLICAN,Covington,Mississippi,0.34450788329579385,0.005133308889005291
31552,422.0,43.5,140516.0,38.5,70717.0,346.3,74.2,REPUBLICAN,Coweta,Georgia,0.22454382419083949,0.003003216715534174
9674,145.0,46.8,35591.0,38.8,48087.0,363.3,72.8,REPUBLICAN,Cowley,Kansas,0.27181028911803545,0.00407406366778118
19754,307.0,57.3,105112.0,41.5,51752.0,331.8,78.5,REPUBLICAN,Cowlitz,Washington,0.1879328716036228,0.0029206941167516554
4030,40.0,52.0,14493.0,42.3,41701.0,561.6,73.3,REPUBLICAN,Craig,Oklahoma,0.27806527289036087,0.0027599530807976263
955,12.0,32.7,5113.0,48.3,55484.0,271.9,74.0,REPUBLICAN,Craig,Virginia,0.18677879913944848,0.002346958732642284
34247,274.0,44.1,105701.0,34.1,45868.0,452.3,85.7,REPUBLICAN,Craighead,Arkansas,0.3239988268795943,0.002592217670599143
1149,19.0,36.3,4839.0,32.4,70398.0,371.5,73.5,REPUBLICAN,Crane,Texas,0.23744575325480471,0.0039264310808018186
20742,174.0,60.1,103082.0,36.6,50870.0,325.7,70.8,REPUBLICAN,Craven,North Carolina,0.20121844744960324,0.0016879765623484216
14851,207.0,44.6,62472.0,38.7,46619.0,398.9,79.1,REPUBLICAN,Crawford,Arkansas,0.23772249967985656,0.003313484441029581
1646,48.0,39.8,12344.0,44.4,43257.0,465.4,83.0,REPUBLICAN,Crawford,Georgia,0.13334413480233312,0.0038885288399222295
5583,54.0,50.3,19088.0,42.0,49233.0,378.1,79.7,REPUBLICAN,Crawford,Illinois,0.2924874266554904,0.002829002514668902
2330,35.0,36.5,10581.0,43.6,43875.0,373.3,82.1,REPUBLICAN,Crawford,Indiana,0.22020602967583405,0.003307815896418108
4269,50.0,52.7,17132.0,37.8,53609.0,300.1,66.8,REPUBLICAN,Crawford,Iowa,0.24918281578332943,0.0029185150595377072
10999,122.0,46.0,39108.0,32.5,40174.0,410.5,75.2,REPUBLICAN,Crawford,Kansas,0.2812468037230234,0.003119566329139818
2333,23.0,50.3,13836.0,50.5,47443.0,376.7,75.9,REPUBLICAN,Crawford,Michigan,0.16861809771610292,0.001662330153223475
5089,87.0,32.6,24280.0,41.7,38036.0,592.7,72.6,REPUBLICAN,Crawford,Missouri,0.20959637561779243,0.0035831960461285006
10625,180.0,44.3,42021.0,43.0,42892.0,412.5,82.6,REPUBLICAN,Crawford,Ohio,0.2528497655933938,0.004283572499464553
18707,277.0,47.9,86164.0,42.9,49144.0,363.3,70.1,REPUBLICAN,Crawford,Pennsylvania,0.21710923355461678,0.003214799684322919
3932,28.0,57.5,16288.0,46.0,48853.0,289.2,59.7,REPUBLICAN,Crawford,Wisconsin,0.24140471512770137,0.001719056974459725
15587,287.0,42.7,71160.0,40.2,49578.0,484.1,81.8,REPUBLICAN,Creek,Oklahoma,0.2190415964024733,0.004033164699269252
3383,81.0,33.6,13865.0,41.5,39812.0,485.4,100.3,REPUBLICAN,Crenshaw,Alabama,0.2439956725567977,0.005842048323115759
4396,127.0,42.5,22846.0,38.8,35096.0,394.8,93.9,REPUBLICAN,Crisp,Georgia,0.19241880416703142,0.005558959992996586
13121,196.0,43.1,49013.0,35.1,39002.0,435.3,80.1,DEMOCRAT,Crittenden,Arkansas,0.26770448656478896,0.003998939056984881
1798,39.0,40.0,9083.0,43.6,43169.0,568.2,97.3,REPUBLICAN,Crittenden,Kentucky,0.19795221843003413,0.004293735549928438
4501,75.0,47.2,14499.0,40.4,42047.0,640.3,88.5,REPUBLICAN,Crockett,Tennessee,0.31043520242775363,0.0051727705358990276
996,17.0,46.4,3633.0,35.9,51152.0,503.5,67.5,REPUBLICAN,Crockett,Texas,0.2741535920726672,0.004679328378750344
5145,62.0,49.8,22337.0,47.8,44524.0,267.9,129.8,REPUBLICAN,Crook,Oregon,0.23033531808210592,0.002775663697004969
1232,22.0,29.9,7410.0,42.6,64055.0,325.7,40.1,REPUBLICAN,Crook,Wyoming,0.16626180836707152,0.002968960863697706
1755,44.0,43.3,5861.0,38.1,37899.0,399.0,87.6,REPUBLICAN,Crosby,Texas,0.2994369561508275,0.007507251322299948
4435,73.0,50.1,16998.0,41.2,43838.0,459.7,79.2,REPUBLICAN,Cross,Arkansas,0.26091304859395226,0.00429462289681139
14302,151.0,55.4,63855.0,44.3,54508.0,229.1,59.1,REPUBLICAN,Crow Wing,Minnesota,0.2239761960692193,0.002364732597290737
2874,28.0,21.3,5630.0,35.6,37586.0,268.8,72.4,REPUBLICAN,Crowley,Colorado,0.5104795737122557,0.00497335701598579
489,13.0,51.4,2241.0,43.0,33417.0,308.8,58.5,DEMOCRAT,Culberson,Texas,0.2182061579651941,0.005800981704596163
21540,319.0,37.5,82313.0,40.6,42558.0,533.5,94.0,REPUBLICAN,Cullman,Alabama,0.2616840596260615,0.0038754510223172525
10684,103.0,47.3,50450.0,38.8,73116.0,282.5,61.7,REPUBLICAN,Culpeper,Virginia,0.21177403369672942,0.002041625371655104
3155,47.0,38.3,10865.0,42.6,53376.0,335.5,80.2,REPUBLICAN,Cumberland,Illinois,0.2903819604233778,0.004325816843074091
1877,23.0,43.5,6713.0,46.1,32906.0,476.0,88.8,REPUBLICAN,Cumberland,Kentucky,0.2796067332042306,0.0034261879934455535
35214,295.0,86.0,290944.0,42.1,69708.0,251.8,59.7,DEMOCRAT,Cumberland,Maine,0.12103360096788385,0.001013940827100748
36492,560.0,49.7,153400.0,37.2,52593.0,414.6,82.4,DEMOCRAT,Cumberland,New Jersey,0.2378878748370274,0.003650586701434159
72983,516.0,60.9,332106.0,31.2,45716.0,347.1,74.2,DEMOCRAT,Cumberland,North Carolina,0.21975814950648287,0.0015537207999855467
47749,799.0,66.8,247433.0,40.5,68895.0,340.0,65.4,REPUBLICAN,Cumberland,Pennsylvania,0.1929774928970671,0.003229156983910796
13776,289.0,45.9,58634.0,50.7,43893.0,319.6,68.4,REPUBLICAN,Cumberland,Tennessee,0.23494900569635366,0.004928880854111949
1103,19.0,36.0,9786.0,45.5,46221.0,296.9,71.5,REPUBLICAN,Cumberland,Virginia,0.11271203760474147,0.001941549151849581
1698,15.0,52.1,8991.0,43.6,55190.0,291.6,62.5,REPUBLICAN,Cuming,Nebraska,0.1888555221888555,0.001668335001668335
4416,32.0,57.0,25796.0,42.9,66284.0,347.6,81.9,REPUBLICAN,Currituck,North Carolina,0.17118933167933012,0.0012405024034734067
11482,160.0,51.4,50199.0,31.1,46182.0,379.3,67.0,REPUBLICAN,Curry,New Mexico,0.2287296559692424,0.003187314488336421
2776,41.0,54.4,22507.0,56.1,46396.0,338.3,76.7,REPUBLICAN,Curry,Oregon,0.12333940551828321,0.0018216554849602347
583,17.0,47.6,4640.0,58.4,44644.0,232.4,59.8,REPUBLICAN,Custer,Colorado,0.12564655172413794,0.003663793103448276
481,7.0,46.5,4141.0,53.3,39957.0,261.4,57.3,REPUBLICAN,Custer,Idaho,0.11615551799082348,0.0016904129437333977
2763,44.0,43.1,11845.0,40.7,55841.0,333.3,57.7,REPUBLICAN,Custer,Montana,0.23326298016040523,0.0037146475306036302
1877,26.0,37.4,10830.0,43.2,49891.0,307.9,47.5,REPUBLICAN,Custer,Nebraska,0.17331486611265004,0.0024007386888273315
7072,142.0,47.3,29209.0,31.0,48884.0,469.5,88.9,REPUBLICAN,Custer,Oklahoma,0.24211715567119724,0.004861515286384333
1894,21.0,49.7,8573.0,54.3,55472.0,306.9,69.9,REPUBLICAN,Custer,South Dakota,0.22092616353668493,0.0024495509156654614
262213,3256.0,63.0,1253783.0,40.3,48435.0,390.9,71.1,DEMOCRAT,Cuyahoga,Ohio,0.20913746637177247,0.002596940618910928
2911,28.0,44.1,16227.0,42.2,44471.0,448.7,94.6,REPUBLICAN,Dade,Georgia,0.17939237074012448,0.00172551919640106
1302,38.0,42.6,7590.0,46.4,39979.0,416.9,75.8,REPUBLICAN,Dade,Missouri,0.1715415019762846,0.005006587615283268
139,0.0,64.5,612.0,46.1,81250.0,280.3,53.9,REPUBLICAN,Daggett,Utah,0.22712418300653595,0.0
100180,708.0,67.8,418201.0,37.8,83288.0,192.9,62.9,DEMOCRAT,Dakota,Minnesota,0.23954988151630435,0.0016929658226546565
6326,82.0,61.7,20317.0,33.8,55017.0,261.4,65.8,REPUBLICAN,Dakota,Nebraska,0.3113648668602648,0.004036028941280701
11374,200.0,52.1,49255.0,37.5,45960.0,405.7,76.0,REPUBLICAN,Dale,Alabama,0.23092071870876052,0.004060501471931784
1920,36.0,42.6,7243.0,31.6,51250.0,306.7,59.4,REPUBLICAN,Dallam,Texas,0.2650835289244788,0.004970316167333977
7314,218.0,43.8,40029.0,39.5,31602.0,597.2,108.3,DEMOCRAT,Dallas,Alabama,0.18271752979090158,0.005446051612580879
1624,22.0,55.3,7432.0,43.7,36628.0,433.5,104.9,REPUBLICAN,Dallas,Arkansas,0.2185145317545748,0.002960172228202368
21057,128.0,65.5,84002.0,35.3,84790.0,256.8,62.4,REPUBLICAN,Dallas,Iowa,0.2506726030332611,0.0015237732434942024
3520,64.0,34.3,16499.0,43.5,41551.0,354.1,67.0,REPUBLICAN,Dallas,Missouri,0.21334626340990362,0.0038790229710891568
537084,6007.0,58.6,2586552.0,33.3,56854.0,315.8,91.4,DEMOCRAT,Dallas,Texas,0.20764477188164013,0.002322396766042206
113727,456.0,81.2,529843.0,34.9,70541.0,239.0,53.3,DEMOCRAT,Dane,Wisconsin,0.21464282815852997,0.000860632300511661
