Cases,Deaths,Vaccination Rate,Population,Median Age,Household Income,Heart Disease,Stroke,Party,County,State,Cases per Capita,Deaths per Capita
12450,216.0,37.0,54733.0,38.9,58177.0,420.6,76.8,REPUBLICAN,Grady,Oklahoma,0.2274678895730181,0.003946430855242724
14507,53.0,74.0,89811.0,42.9,63153.0,279.6,59.4,DEMOCRAT,Grafton,New Hampshire,0.16152809789446726,0.0005901281580207324
10945,163.0,61.4,37879.0,33.3,51352.0,279.4,67.5,REPUBLICAN,Graham,Arizona,0.28894638190026134,0.004303175902214948
5763,96.0,48.1,23013.0,44.6,42997.0,388.1,85.6,REPUBLICAN,Grainger,Tennessee,0.250423673575805,0.004171555207925955
20143,111.0,57.6,70400.0,29.5,51951.0,299.7,59.1,REPUBLICAN,Grand Forks,North Dakota,0.2861221590909091,0.0015767045454545454
15824,195.0,66.1,91746.0,42.9,61485.0,298.8,92.3,REPUBLICAN,Grand Traverse,Michigan,0.1724761842478146,0.002125433261395592
16828,321.0,40.8,66944.0,40.3,42593.0,386.7,86.7,REPUBLICAN,Grant,Indiana,0.2513742829827916,0.00479505258126195
6924,51.0,47.6,24915.0,36.0,45610.0,409.8,72.4,REPUBLICAN,Grant,Kentucky,0.2779048765803733,0.0020469596628537026
5360,82.0,41.5,22348.0,38.3,40792.0,401.6,108.0,REPUBLICAN,Grant,Louisiana,0.23984249149812065,0.003669232146053338
5719,70.0,67.5,28061.0,45.8,37880.0,325.3,57.0,DEMOCRAT,Grant,New Mexico,0.20380599408431632,0.002494565411068743
23847,232.0,55.2,94860.0,32.7,54982.0,310.6,72.3,REPUBLICAN,Grant,Washington,0.25139152435167617,0.0024457094665823317
11876,135.0,53.9,51828.0,35.7,52958.0,291.3,65.2,REPUBLICAN,Grant,Wisconsin,0.2291425484294204,0.0026047696225978234
13095,110.0,60.2,58874.0,42.6,55628.0,279.9,77.8,REPUBLICAN,Granville,North Carolina,0.22242416007065938,0.001868396915446547
12550,175.0,45.1,41067.0,39.2,44991.0,420.4,84.8,REPUBLICAN,Gratiot,Michigan,0.3055981688460321,0.004261329047653834
10286,144.0,44.2,37294.0,40.3,41615.0,368.9,98.4,REPUBLICAN,Graves,Kentucky,0.2758084410360916,0.003861210918646431
5774,108.0,46.6,22685.0,36.6,47170.0,502.0,93.4,REPUBLICAN,Gray,Texas,0.2545294247299978,0.0047608551906546176
14144,172.0,57.5,71967.0,43.7,47770.0,306.4,70.7,REPUBLICAN,Grays Harbor,Washington,0.19653452276737948,0.0023899842983589703
6913,114.0,50.1,26178.0,40.5,37906.0,357.8,82.6,REPUBLICAN,Grayson,Kentucky,0.26407670563068225,0.004354801741920697
24668,559.0,43.8,128560.0,39.9,54370.0,363.3,87.8,REPUBLICAN,Grayson,Texas,0.1918792781580585,0.004348164281269446
8354,48.0,62.9,36864.0,42.9,62699.0,275.8,67.7,DEMOCRAT,Green,Wisconsin,0.2266167534722222,0.0013020833333333333
7876,125.0,69.1,35347.0,45.4,39038.0,376.0,82.7,REPUBLICAN,Greenbrier,West Virginia,0.22281947548589695,0.003536368008600447
14771,141.0,41.9,44623.0,37.9,47497.0,416.9,87.1,REPUBLICAN,Greene,Arkansas,0.3310176366447796,0.0031598054814781615
6609,123.0,40.3,32295.0,42.9,49177.0,371.3,73.1,REPUBLICAN,Greene,Indiana,0.20464468183929402,0.003808639108221087
8074,111.0,61.3,47617.0,45.8,53617.0,353.1,49.6,REPUBLICAN,Greene,New York,0.16956129113551882,0.0023311002373102045
5282,56.0,60.0,21008.0,41.2,38306.0,345.8,111.4,REPUBLICAN,Greene,North Carolina,0.2514280274181264,0.0026656511805026656
35177,442.0,63.6,165811.0,38.1,67109.0,318.4,97.1,REPUBLICAN,Greene,Ohio,0.21215118417957796,0.002665685630024546
7776,92.0,49.1,37144.0,42.0,54121.0,432.7,71.5,REPUBLICAN,Greene,Pennsylvania,0.20934740469524016,0.0024768468662502694
18608,312.0,45.3,68669.0,44.5,40138.0,439.4,84.9,REPUBLICAN,Greene,Tennessee,0.27098108316707686,0.0045435349284247625
10449,114.0,50.9,35765.0,43.4,49343.0,381.8,86.7,REPUBLICAN,Greenup,Kentucky,0.29215713686565076,0.0031874737872221444
20142,252.0,47.0,70264.0,39.4,40982.0,311.5,81.2,REPUBLICAN,Greenwood,South Carolina,0.28666173289308894,0.00358647386997609
21854,602.0,43.9,123494.0,35.4,49287.0,421.4,96.2,REPUBLICAN,Gregg,Texas,0.17696406303140233,0.004874730756150096
5066,113.0,51.1,21278.0,39.8,36877.0,493.9,120.8,REPUBLICAN,Grenada,Mississippi,0.23808628630510387,0.005310649497133189
7907,112.0,51.1,27630.0,40.3,50298.0,375.4,70.6,REPUBLICAN,Grimes,Texas,0.2861744480636989,0.004053564965617083
12114,126.0,56.2,50509.0,37.6,74140.0,311.9,73.3,REPUBLICAN,Grundy,Illinois,0.23983844463362966,0.0024946049218951077
33551,355.0,53.8,155137.0,36.7,70931.0,325.1,59.8,REPUBLICAN,Guadalupe,Texas,0.21626691247091281,0.002288300018693155
9953,127.0,43.5,39274.0,42.5,43975.0,416.2,70.7,REPUBLICAN,Guernsey,Ohio,0.2534246575342466,0.003233691500738402
9479,229.0,39.3,44289.0,39.5,49140.0,317.2,86.0,REPUBLICAN,Habersham,Georgia,0.21402605613131928,0.005170584117952539
8989,220.0,42.4,34113.0,33.1,47080.0,397.6,81.9,REPUBLICAN,Hale,Texas,0.26350658106880076,0.006449154281359013
